Local Context,Question,Answer,Perturbation?,Perturbation Target,Perturbation Category,Perturbation Effect
"Alice: where did you go
Bob: I travelled to the cellar and the master_bedroom
Alice: did Aiden put the peas in the study
Bob: no
Alice: where can I get them
Bob: there is a red envelope in the master_bedroom
Alice: are some of them in the master_bedroom
Bob: I put all of them there
Alice: where was Aiden
Bob: he said he walked to the study
Alice: did Alexander go to the den 
Bob: I have no idea
Alice: did you see the orange
Bob: it is in the study or the master_bedroom
Alice: how about the radishes
Bob: they are in the den
Alice: how about the peaches
Bob: the peaches are in the study and the den
Alice: where is the celery
Bob: Aiden put it in the master_bedroom and journeyed to the 
master_bedroom",does the woman know where the peaches are?,Yes,TRUE,Context,"Logical Connective
Change",Flip
"Alice: where did you go
Bob: I travelled to the cellar and the master_bedroom
Alice: did Aiden put the peas in the study
Bob: no
Alice: where can I get them
Bob: there is a red envelope in the master_bedroom
Alice: are some of them in the master_bedroom
Bob: I put all of them there
Alice: where was Aiden
Bob: he said he walked to the study
Alice: did Alexander go to the den 
Bob: I have no idea
Alice: did you see the orange
Bob: it is in the study or the master_bedroom
Alice: how about the radishes
Bob: they are in the den
Alice: how about the peaches
Bob: the peaches are neither in the study nor the den
Alice: where is the celery
Bob: Aiden put it in the master_bedroom and journeyed to the 
master_bedroom",does the woman know where the peaches are?,No,TRUE,Context,Negation,Invarianat
"Alice: how many celeries are in the den
Bob: there are at least three there
Alice: are all the pineapples in the basement
Bob: some are in the basement
Alice: did Noah place them there
Bob: he placed them there and went to the living_room
Alice: where can I find the onion
Bob: I left it in the living_room and went to the patio
Alice: how about the peaches
Bob: I'm not sure
Alice: where can I find the asparagus
Bob: they are in the patio or the basement
Alice: are some of the corns in the patio
Bob: I put all of the corns there
Alice: did you see the persimmon
Bob: there is a blue pantry in the basement
Alice: did Aiden place it there
Bob: no, he didn't
Alice: where is the turnip
Bob: I have no idea",is the persimmon in the patio?,No,FALSE,None,-,-
"Alice: how many celeries are in the den
Bob: there are at least three there
Alice: are all the pineapples in the basement
Bob: some are in the basement
Alice: did Noah place them there
Bob: he placed them there and went to the living_room
Alice: where can I find the onion
Bob: I left it in the living_room and went to the patio
Alice: how about the peaches
Bob: I'm not sure
Alice: where can I find the asparagus
Bob: they are in the patio or the basement
Alice: are some of the corns in the patio
Bob: I put all of the persimmon there
Alice: did you see the corns
Bob: there is a blue pantry in the basement
Alice: did Aiden place it there
Bob: no, he didn't
Alice: where is the turnip
Bob: I have no idea",is the persimmon in the patio?,Yes,TRUE,Context,Variable Swap ,Flip
"Alice: how many celeries are in the den
Bob: there are at least three there
Alice: are all the pineapples in the basement
Bob: some are in the basement
Alice: did Noah place them there
Bob: he placed them there and went to the living_room
Alice: where can I find the onion
Bob: I left it in the living_room and went to the patio
Alice: how about the peaches
Bob: I'm not sure
Alice: where can I find the asparagus
Bob: they are in the patio or the basement
Alice: are some of the corns in the patio
Bob: I put all of the corns there
Alice: did you see the persimmon
Bob: there is a blue pantry in the basement
Alice: did Aiden place it there
Bob: no, he didn't
Alice: where is the turnip
Bob: I have no idea",is the corns in the patio?,Yes,TRUE,Question,Variable Substitution ,Flip
"Alice: how many celeries are in the den
Bob: there are at least four there
Alice: are all the pineapples in the basement
Bob: some are in the basement
Alice: did Noah place them there
Bob: he placed them there and went to the living_room
Alice: where can I find the onion
Bob: I left it in the living_room and went to the patio
Alice: how about the peaches
Bob: I'm not sure
Alice: where can I find the asparagus
Bob: they are in the patio or the basement
Alice: are some of the corns in the patio
Bob: I put all of the corns there
Alice: did you see the persimmon
Bob: there is a blue pantry in the basement
Alice: did Aiden place it there
Bob: no, he didn't
Alice: where is the turnip
Bob: I have no idea",is the persimmon in the patio?,No,TRUE,Context,Quantity Change,Invarianat
"Alice: how many celeries are in the den
Bob: there are at least three there
Alice: are all the pineapples in the basement
Bob: all are in the basement
Alice: did Noah place them there
Bob: he placed them there and went to the living_room
Alice: where can I find the onion
Bob: I left it in the living_room and went to the patio
Alice: how about the peaches
Bob: I'm not sure
Alice: where can I find the asparagus
Bob: they are in the patio or the basement
Alice: are some of the corns in the patio
Bob: I put all of the corns there
Alice: did you see the persimmon
Bob: there is a blue pantry in the basement
Alice: did Aiden place it there
Bob: no, he didn't
Alice: where is the turnip
Bob: I have no idea",is the persimmon in the patio?,No,TRUE,Context,Quantifier change,Invarianat
"Alice: how many celeries are in the den
Bob: there are at least three there
Alice: are all the pineapples in the basement
Bob: some are not in the basement
Alice: did Noah place them there
Bob: he placed them there and went to the living_room
Alice: where can I find the onion
Bob: I left it in the living_room and went to the patio
Alice: how about the peaches
Bob: I'm not sure
Alice: where can I find the asparagus
Bob: they are in the patio or the basement
Alice: are some of the corns in the patio
Bob: I put all of the corns there
Alice: did you see the persimmon
Bob: there is a blue pantry in the basement
Alice: did Aiden place it there
Bob: no, he didn't
Alice: where is the turnip
Bob: I have no idea",is the persimmon in the patio?,No,TRUE,Context,Negation,Invarianat
"Alice: did you put the green peppers in the dining_room
Bob: I put them there and went to the garden
Alice: did Sophia leave the onions there
Bob: no, she didn't
Alice: did you place them in the dining_room
Bob: no, I didn't
Alice: where can I get them
Bob: there is a red crate in the master_bedroom
Alice: are some of them in the master_bedroom
Bob: four are there
Alice: where can I get the pears
Bob: there is a blue basket in the garden
Alice: are some of them in the garden
Bob: I put four of the pears there
Alice: where did Chloe go
Bob: she said she journeyed to the dining_room
Alice: did she place the radish in the garden
Bob: she placed it in the dining_room if not the garden
Alice: where can I find the lettuce
Bob: there is a red box in the master_bedroom",are the pears in the master_bedroom?,No,FALSE,None,-,-
"Alice: did you put the green peppers in the dining_room
Bob: I put them there and went to the garden
Alice: did Sophia leave the onions there
Bob: no, she didn't
Alice: did you place them in the dining_room
Bob: no, I didn't
Alice: where can I get them
Bob: there is a red crate in the master_bedroom
Alice: are some of them in the master_bedroom
Bob: four are there
Alice: where can I get the pears
Bob: there is a blue basket in the garden
Alice: are some of them in the garden
Bob: I put four of the pears there
Alice: where did Chloe go
Bob: she said she journeyed to the dining_room
Alice: did she place the radish in the garden
Bob: she placed it in the dining_room if not the garden
Alice: where can I find the lettuce
Bob: there is a red box in the master_bedroom",are the lettuce in the master_bedroom?,Yes,TRUE,Question,Variable Substitution,Flip
"Alice: did you put the green peppers in the dining_room
Bob: I put them there and went to the garden
Alice: did Sophia leave the onions there
Bob: no, she didn't
Alice: did you place them in the dining_room
Bob: no, I didn't
Alice: where can I get them
Bob: there is a red crate in the master_bedroom
Alice: are some of them in the master_bedroom
Bob: four are there
Alice: where can I get the pears
Bob: there is a blue basket in the garden
Alice: are some of them in the master_bedroom
Bob: I put four of the pears there
Alice: where did Chloe go
Bob: she said she journeyed to the dining_room
Alice: did she place the radish in the garden
Bob: she placed it in the dining_room if not the garden
Alice: where can I find the lettuce
Bob: there is a red box in the garden",are the pears in the master_bedroom?,Yes,TRUE,Context,Variable Swap,Flip
"Alice: did you put the green peppers in the dining_room
Bob: I put them there and went to the garden
Alice: did Sophia leave the onions there
Bob: no, she didn't
Alice: did you place them in the dining_room
Bob: no, I didn't
Alice: where can I get them
Bob: there is a red crate in the master_bedroom
Alice: are all of them in the master_bedroom
Bob: four are there
Alice: where can I get the pears
Bob: there is a blue basket in the garden
Alice: are some of them in the garden
Bob: I put four of the pears there
Alice: where did Chloe go
Bob: she said she journeyed to the dining_room
Alice: did she place the radish in the garden
Bob: she placed it in the dining_room if not the garden
Alice: where can I find the lettuce
Bob: there is a red box in the master_bedroom",are the pears in the master_bedroom?,No,TRUE,Context,Quantifier change,Invarianat
"Alice: did you put the green peppers in the dining_room
Bob: I put them there and went to the garden
Alice: did Sophia leave the onions there
Bob: no, she didn't
Alice: did you place them in the dining_room
Bob: no, I didn't
Alice: where can I get them
Bob: there is a red crate in the master_bedroom
Alice: are some of them in the master_bedroom
Bob: three are there
Alice: where can I get the pears
Bob: there is a blue basket in the garden
Alice: are some of them in the garden
Bob: I put four of the pears there
Alice: where did Chloe go
Bob: she said she journeyed to the dining_room
Alice: did she place the radish in the garden
Bob: she placed it in the dining_room if not the garden
Alice: where can I find the lettuce
Bob: there is a red box in the master_bedroom",are the pears in the master_bedroom?,No,TRUE,Context,Quantity Change,Invarianat
"Alice: did you put the green peppers in the dining_room
Bob: I put them there and went to the garden
Alice: did Sophia leave the onions there
Bob: no, she didn't
Alice: did you place them in the dining_room
Bob: no, I didn't
Alice: where can I get them
Bob: there is a red crate in the master_bedroom
Alice: are some of them in the master_bedroom
Bob: four are there
Alice: where can I get the pears
Bob: there is a blue basket in the garden
Alice: are some of them in the garden
Bob: I put four of the pears there
Alice: where did Chloe go
Bob: she said she journeyed to the dining_room
Alice: did she place the radish in the garden
Bob: she placed it in the dining_room if not the garden
Alice: where can I find the lettuce
Bob: there is a red box in the master_bedroom",are the pears in the garden?,Yes,TRUE,Question,Variable Substitution,Flip
"Alice: are all the celeries in the hall
Bob: some celeries are in the hall
Alice: did you put them in the porch
Bob: I put them in the hall
Alice: where can I find the grapes
Bob: Nathan said there is a green drawer in the hall
Alice: what about the pears
Bob: Carter said there is a red drawer in the master_bedroom
Alice: did you place them in the master_bedroom
Bob: no, I didn't
Alice: are some of them in the master_bedroom
Bob: Carter said he saw they all there
Alice: where were you
Bob: I was in the porch
Alice: how many plums are there
Bob: there are four or five
Alice: did you see the apples
Bob: the apples are in the porch or the staircase
Alice: did Carter leave them in the hall
Bob: he said he was not in the hall",is the woman sure about where the apples are?,No,FALSE,None,-,-
"Alice: are all the celeries in the hall
Bob: all celeries are in the hall
Alice: did you put them in the porch
Bob: I put them in the hall
Alice: where can I find the grapes
Bob: Nathan said there is a green drawer in the hall
Alice: what about the pears
Bob: Carter said there is a red drawer in the master_bedroom
Alice: did you place them in the master_bedroom
Bob: no, I didn't
Alice: are some of them in the master_bedroom
Bob: Carter said he saw they all there
Alice: where were you
Bob: I was in the porch
Alice: how many plums are there
Bob: there are four or five
Alice: did you see the apples
Bob: the apples are in the porch or the staircase
Alice: did Carter leave them in the hall
Bob: he said he was not in the hall",is the woman sure about where the apples are?,No,TRUE,Context,Quantifier change,Invarianat
"Alice: are all the celeries in the hall
Bob: some celeries are not in the hall
Alice: did you put them in the porch
Bob: I put them in the hall
Alice: where can I find the grapes
Bob: Nathan said there is a green drawer in the hall
Alice: what about the pears
Bob: Carter said there is a red drawer in the master_bedroom
Alice: did you place them in the master_bedroom
Bob: no, I didn't
Alice: are some of them in the master_bedroom
Bob: Carter said he saw they all there
Alice: where were you
Bob: I was in the porch
Alice: how many plums are there
Bob: there are four or five
Alice: did you see the apples
Bob: the apples are in the porch or the staircase
Alice: did Carter leave them in the hall
Bob: he said he was not in the hall",is the woman sure about where the apples are?,No,TRUE,Context,Negation,Invarianat
"Alice: are all the celeries in the hall
Bob: some celeries are in the hall
Alice: did you put them in the porch
Bob: I put them in the hall
Alice: where can I find the grapes
Bob: Nathan said there is a green drawer in the hall
Alice: what about the pears
Bob: Carter said there is a red drawer in the master_bedroom
Alice: did you place them in the master_bedroom
Bob: no, I didn't
Alice: are some of them in the master_bedroom
Bob: Carter said he saw they all there
Alice: where were you
Bob: I was in the porch
Alice: how many plums are there
Bob: there are four or five
Alice: did you see the apples
Bob: the apples are neither in the porch nor the staircase
Alice: did Carter leave them in the hall
Bob: he said he was not in the hall",is the woman sure about where the apples are?,No,TRUE,Context,Negation,Invarianat
"Alice: are all the celeries in the hall
Bob: some celeries are in the hall
Alice: did you put them in the porch
Bob: I put them in the hall
Alice: where can I find the grapes
Bob: Nathan said there is a green drawer in the hall
Alice: what about the pears
Bob: Carter said there is a red drawer in the master_bedroom
Alice: did you place them in the master_bedroom
Bob: no, I didn't
Alice: are some of them in the master_bedroom
Bob: Carter said he saw they all there
Alice: where were you
Bob: I was in the porch
Alice: how many plums are there
Bob: there are four or three
Alice: did you see the apples
Bob: the apples are in the porch or the staircase
Alice: did Carter leave them in the hall
Bob: he said he was not in the hall",is the woman sure about where the apples are?,No,TRUE,Context,Quantity Change,Invarianat
"Alice: are all the celeries in the hall
Bob: some celeries are in the hall
Alice: did you put them in the porch
Bob: I put them in the hall
Alice: where can I find the grapes
Bob: Nathan said there is a green drawer in the hall
Alice: what about the pears
Bob: Carter said there is a red drawer in the master_bedroom
Alice: did you place them in the master_bedroom
Bob: no, I didn't
Alice: are some of them in the master_bedroom
Bob: Carter said he saw they all there
Alice: where were you
Bob: I was in the porch
Alice: how many plums are there
Bob: there are four or five
Alice: did you see the apples
Bob: the apples are in the porch or the staircase
Alice: did Carter leave them in the hall
Bob: he said he was not in the hall",is the woman sure about where the pears are?,Yes,TRUE,Question,Variable Substitution ,Flip
"Alice: did Nathan place the plums in the crawlspace
Bob: I didn't see him
Alice: where were you
Bob: I travelled to the crawlspace
Alice: how many cherries are in the sunroom
Bob: there are two or three
Alice: was Noah there
Bob: yes
Alice: are some of the green peppers in the attic
Bob: I'm not sure
Alice: how many pineapples are in the bathroom
Bob: there are two or three
Alice: did you place the pineapples there
Bob: I placed them there and walked to the crawlspace
Alice: did Nathan put the grapefruits there
Bob: he was not there
Alice: did Noah put them there
Bob: he put the plums there
Alice: where can I get the sweet potato
Bob: I left it in the attic and travelled to the crawlspace",are the plums in the bathroom?,Yes,FALSE,None,-,-
"Alice: did Nathan place the plums in the crawlspace
Bob: I didn't see him
Alice: where were you
Bob: I travelled to the crawlspace
Alice: how many cherries are in the sunroom
Bob: there are two or three
Alice: was Noah there
Bob: No
Alice: are some of the green peppers in the attic
Bob: I'm not sure
Alice: how many pineapples are in the bathroom
Bob: there are two or three
Alice: did you place the pineapples there
Bob: I placed them there and walked to the crawlspace
Alice: did Nathan put the grapefruits there
Bob: he was not there
Alice: did Noah put them there
Bob: he put the plums there
Alice: where can I get the sweet potato
Bob: I left it in the attic and travelled to the crawlspace",are the plums in the bathroom?,Yes,TRUE,Context,Negation,Invarianat
"Alice: did Nathan place the plums in the crawlspace
Bob: I didn't see him
Alice: where were you
Bob: I travelled to the crawlspace
Alice: how many cherries are in the sunroom
Bob: there are two or three
Alice: was Noah there
Bob: yes
Alice: are some of the green peppers in the attic
Bob: I'm not sure
Alice: how many pineapples are in the bathroom
Bob: there are two or three
Alice: did you place the pineapples there
Bob: I placed them there and walked to the crawlspace
Alice: did Nathan put the plums there
Bob: he was not there
Alice: did Noah put them there
Bob: he put the grapefruits there
Alice: where can I get the sweet potato
Bob: I left it in the attic and travelled to the crawlspace",are the plums in the bathroom?,No,TRUE,Context,Variable Swap,Flip
"Alice: did Nathan place the plums in the crawlspace
Bob: I didn't see him
Alice: where were you
Bob: I travelled to the crawlspace
Alice: how many cherries are in the sunroom
Bob: there are four or three
Alice: was Noah there
Bob: yes
Alice: are some of the green peppers in the attic
Bob: I'm not sure
Alice: how many pineapples are in the bathroom
Bob: there are two or three
Alice: did you place the pineapples there
Bob: I placed them there and walked to the crawlspace
Alice: did Nathan put the grapefruits there
Bob: he was not there
Alice: did Noah put them there
Bob: he put the plums there
Alice: where can I get the sweet potato
Bob: I left it in the attic and travelled to the crawlspace",are the plums in the bathroom?,Yes,TRUE,Context,Quantity Change,Invarianat
"Alice: did Nathan place the plums in the crawlspace
Bob: I didn't see him
Alice: where were you
Bob: I travelled to the crawlspace
Alice: how many cherries are in the sunroom
Bob: there are two or three
Alice: was Noah there
Bob: yes
Alice: are some of the green peppers in the attic
Bob: I'm not sure
Alice: how many pineapples are in the bathroom
Bob: there are two or three
Alice: did you place the pineapples there
Bob: I placed them there and walked to the crawlspace
Alice: did Nathan put the grapefruits there
Bob: he was not there
Alice: did Noah put them there
Bob: he put the plums there
Alice: where can I get the sweet potato
Bob: I left it in the attic and travelled to the crawlspace",are the grapefruits in the bathroom?,No,TRUE,Question,Variable Substitution ,Flip
"Alice: where can I get the celery
Bob: I left the celery in the living_room and journeyed to the 
crawlspace
Alice: where are the strawberries
Bob: they are in the patio
Alice: are all the strawberries there
Bob: Nathan said he saw some strawberries in the patio
Alice: are some of the cabbages in the lounge
Bob: three cabbages are in the lounge
Alice: where can I find the peas
Bob: I'm not sure
Alice: was Aiden in the lounge
Bob: yes
Alice: where are the asparagus
Bob: the asparagus are in the living_room
Alice: what about the plum
Bob: Hunter said there is a red container in the crawlspace
Alice: where are the potatoes
Bob: they are in the crawlspace
Alice: did Nathan put them in the crawlspace
Bob: he put them there and walked to the patio",are the asparagus in the lounge?,No,FALSE,None,-,-
"Alice: where can I get the celery
Bob: I left the celery in the living_room and journeyed to the 
crawlspace
Alice: where are the strawberries
Bob: they are in the patio
Alice: are all the strawberries there
Bob: Nathan said he saw some strawberries in the patio
Alice: are some of the cabbages in the living_room
Bob: three cabbages are in the lounge
Alice: where can I find the peas
Bob: I'm not sure
Alice: was Aiden in the lounge
Bob: yes
Alice: where are the asparagus
Bob: the asparagus are in the lounge
Alice: what about the plum
Bob: Hunter said there is a red container in the crawlspace
Alice: where are the potatoes
Bob: they are in the crawlspace
Alice: did Nathan put them in the crawlspace
Bob: he put them there and walked to the patio",are the asparagus in the lounge?,Yes,TRUE,Context,Variable Swap,Flip
"Alice: where can I get the celery
Bob: I left the celery in the living_room and journeyed to the 
crawlspace
Alice: where are the strawberries
Bob: they are in the patio
Alice: are all the strawberries there
Bob: Nathan said he saw some strawberries in the patio
Alice: are some of the cabbages in the lounge
Bob: three cabbages are in the lounge
Alice: where can I find the peas
Bob: I'm not sure
Alice: was Aiden in the lounge
Bob: No
Alice: where are the asparagus
Bob: the asparagus are in the living_room
Alice: what about the plum
Bob: Hunter said there is a red container in the crawlspace
Alice: where are the potatoes
Bob: they are in the crawlspace
Alice: did Nathan put them in the crawlspace
Bob: he put them there and walked to the patio",are the asparagus in the lounge?,No,TRUE,Context,Negation,Invarianat
"Alice: where can I get the celery
Bob: I left the celery in the living_room and journeyed to the 
crawlspace
Alice: where are the strawberries
Bob: they are in the patio
Alice: are all the strawberries there
Bob: Nathan said he saw some strawberries in the patio
Alice: are some of the cabbages in the lounge
Bob: four cabbages are in the lounge
Alice: where can I find the peas
Bob: I'm not sure
Alice: was Aiden in the lounge
Bob: yes
Alice: where are the asparagus
Bob: the asparagus are in the living_room
Alice: what about the plum
Bob: Hunter said there is a red container in the crawlspace
Alice: where are the potatoes
Bob: they are in the crawlspace
Alice: did Nathan put them in the crawlspace
Bob: he put them there and walked to the patio",are the asparagus in the lounge?,No,TRUE,Context,Quantity Change,Invarianat
"Alice: where can I get the celery
Bob: I left the celery in the living_room and journeyed to the 
crawlspace
Alice: where are the strawberries
Bob: they are in the patio
Alice: are all the strawberries there
Bob: Nathan said he saw some strawberries in the patio
Alice: are some of the cabbages in the lounge
Bob: three cabbages are in the lounge
Alice: where can I find the peas
Bob: I'm not sure
Alice: was Aiden in the lounge
Bob: yes
Alice: where are the asparagus
Bob: the asparagus are in the living_room
Alice: what about the plum
Bob: Hunter said there is a red container in the crawlspace
Alice: where are the potatoes
Bob: they are in the crawlspace
Alice: did Nathan put them in the crawlspace
Bob: he put them there and walked to the patio",are the cabbages in the lounge?,Yes,TRUE,Question,Variable Substitution ,Flip
"Alice: did Emily put the pumpkins in the dining_room
Bob: she put them there and walked to the bathroom
Alice: where were you
Bob: I went to the dining_room
Alice: did Logan go to the lounge 
Bob: it is likely
Alice: are some of the eggplants in the bathroom
Bob: all of the eggplants are in the bathroom
Alice: did you leave the eggplants there
Bob: no
Alice: did Emily leave them in the dining_room
Bob: she left the apples there
Alice: did she place the eggplants in the dining_room
Bob: no
Alice: are some of the celeries in the lounge
Bob: yes, some of them are there
Alice: are all the oranges there
Bob: Logan said he saw some in the lounge
Alice: did he leave the oranges in the lounge
Bob: he said he left the oranges and the celeries there",is there any oranges in the lounge?,Yes,FALSE,None,-,-
"Alice: did Emily put the pumpkins in the dining_room
Bob: she put them there and walked to the bathroom
Alice: where were you
Bob: I went to the dining_room
Alice: did Logan go to the lounge 
Bob: it is unlikely
Alice: are some of the eggplants in the bathroom
Bob: all of the eggplants are in the bathroom
Alice: did you leave the eggplants there
Bob: no
Alice: did Emily leave them in the dining_room
Bob: she left the apples there
Alice: did she place the eggplants in the dining_room
Bob: no
Alice: are some of the celeries in the lounge
Bob: yes, some of them are there
Alice: are all the oranges there
Bob: Logan said he saw some in the lounge
Alice: did he leave the oranges in the lounge
Bob: he said he left the oranges and the celeries there",is there any oranges in the lounge?,Yes,TRUE,Context,Negation,Invarianat
"Alice: did Emily put the pumpkins in the dining_room
Bob: she put them there and walked to the bathroom
Alice: where were you
Bob: I went to the dining_room
Alice: did Logan go to the lounge 
Bob: it is likely
Alice: are all of the eggplants in the bathroom
Bob: all of the eggplants are in the bathroom
Alice: did you leave the eggplants there
Bob: no
Alice: did Emily leave them in the dining_room
Bob: she left the apples there
Alice: did she place the eggplants in the dining_room
Bob: no
Alice: are some of the celeries in the lounge
Bob: yes, some of them are there
Alice: are all the oranges there
Bob: Logan said he saw some in the lounge
Alice: did he leave the oranges in the lounge
Bob: he said he left the oranges and the celeries there",is there any oranges in the lounge?,Yes,TRUE,Context,Quantifier change,Invarianat
"Alice: did Emily put the pumpkins in the dining_room
Bob: she put them there and walked to the bathroom
Alice: where were you
Bob: I went to the dining_room
Alice: did Logan go to the lounge 
Bob: it is likely
Alice: are some of the eggplants in the bathroom
Bob: all of the eggplants are not in the bathroom
Alice: did you leave the eggplants there
Bob: no
Alice: did Emily leave them in the dining_room
Bob: she left the apples there
Alice: did she place the eggplants in the dining_room
Bob: no
Alice: are some of the celeries in the lounge
Bob: yes, some of them are there
Alice: are all the oranges there
Bob: Logan said he saw some in the lounge
Alice: did he leave the oranges in the lounge
Bob: he said he left the oranges and the celeries there",is there any oranges in the lounge?,Yes,TRUE,Context,Negation,Invarianat
"Alice: did Emily put the pumpkins in the dining_room
Bob: she put them there and walked to the bathroom
Alice: where were you
Bob: I went to the dining_room
Alice: did Logan go to the lounge 
Bob: it is likely
Alice: are some of the eggplants in the bathroom
Bob: all of the eggplants are in the bathroom
Alice: did you leave the eggplants there
Bob: Yes
Alice: did Emily leave them in the dining_room
Bob: she left the apples there
Alice: did she place the eggplants in the dining_room
Bob: no
Alice: are some of the celeries in the lounge
Bob: yes, some of them are there
Alice: are all the oranges there
Bob: Logan said he saw some in the lounge
Alice: did he leave the oranges in the lounge
Bob: he said he left the oranges and the celeries there",is there any oranges in the lounge?,Yes,TRUE,Context,Negation,Invarianat
"Alice: did Emily put the pumpkins in the dining_room
Bob: she put them there and walked to the bathroom
Alice: where were you
Bob: I went to the dining_room
Alice: did Logan go to the lounge 
Bob: it is likely
Alice: are some of the eggplants in the bathroom
Bob: all of the eggplants are in the bathroom
Alice: did you leave the eggplants there
Bob: no
Alice: did Emily leave them in the dining_room
Bob: she left the apples there
Alice: did she place the eggplants in the dining_room
Bob: no
Alice: are some of the celeries in the lounge
Bob: yes, some of them are there
Alice: are all the oranges there
Bob: Logan said he saw some in the lounge
Alice: did he leave the oranges in the lounge
Bob: he said he left the oranges and the celeries there",is there any eggplants in the lounge?,No,TRUE,Question,Variable Substitution,Flip
"Alice: did you put the eggplants in the master_bedroom
Bob: I put them there and journeyed to the kitchen
Alice: did Carter place the pears there
Bob: he placed them in the master_bedroom or the dining_room
Alice: did you place the peas there
Bob: I placed them in the kitchen
Alice: did Carter go there
Bob: he was in the attic
Alice: did Benjamin go there
Bob: he walked to the dining_room
Alice: did he place the grapes in the dining_room
Bob: he placed them in the dining_room if not the kitchen
Alice: did you see the green pepper
Bob: Benjamin said he put the green pepper in the attic and journeyed to the kitchen
Alice: did he put the broccolis in the attic
Bob: I have no idea
Alice: where are they
Bob: there is a red envelope in the attic
Alice: where can I find the onions
Bob: there is a green pantry in the master_bedroom",is the green pepper in the dining_room?,No,FALSE,None,-,-
"Alice: did you put the eggplants in the master_bedroom
Bob: I put them there and journeyed to the kitchen
Alice: did Carter place the pears there
Bob: he placed them in the master_bedroom or the dining_room
Alice: did you place the peas there
Bob: I placed them in the kitchen
Alice: did Carter go there
Bob: he was in the attic
Alice: did Benjamin go there
Bob: he walked to the dining_room
Alice: did he place the grapes in the attic
Bob: he placed them in the dining_room if not the kitchen
Alice: did you see the green pepper
Bob: Benjamin said he put the green pepper in the dining_room and 
journeyed to the kitchen
Alice: did he put the broccolis in the attic
Bob: I have no idea
Alice: where are they
Bob: there is a red envelope in the attic
Alice: where can I find the onions
Bob: there is a green pantry in the master_bedroom",is the green pepper in the dining_room?,Yes,TRUE,Context,Variable Swap,Flip
"Alice: did you put the eggplants in the master_bedroom
Bob: I put them there and journeyed to the kitchen
Alice: did Carter place the pears there
Bob: he placed them in the master_bedroom or the dining_room
Alice: did you place the peas there
Bob: I placed them in the kitchen
Alice: did Carter go there
Bob: he was in the attic
Alice: did Benjamin go there
Bob: he walked to the dining_room
Alice: did he place the grapes in the dining_room
Bob: he placed them in the dining_room if not the kitchen
Alice: did you see the green pepper
Bob: Benjamin said he put the green pepper in the attic and journeyed to the kitchen
Alice: did he put the broccolis in the attic
Bob: I have no idea
Alice: where are they
Bob: there is a red envelope in the attic
Alice: where can I find the onions
Bob: there is a green pantry in the master_bedroom",is the green pepper in the attic?,Yes,TRUE,Question,Variable Substitution,Flip
"Alice: did you put the eggplants in the master_bedroom
Bob: I put them there and journeyed to the kitchen
Alice: did Carter place the pears there
Bob: he placed them in the master_bedroom or the dining_room
Alice: did you place the peas there
Bob: I placed them in the kitchen
Alice: did Carter go there
Bob: he was in the attic
Alice: did Benjamin go there
Bob: he walked to the dining_room
Alice: did he place the grapes in the dining_room
Bob: he placed them in the dining_room if not the kitchen
Alice: did you see the green pepper
Bob: Benjamin said he put the green pepper in the attic and journeyed to the kitchen
Alice: did he put the onions in the attic
Bob: I have no idea
Alice: where are they
Bob: there is a red envelope in the attic
Alice: where can I find the broccolis
Bob: there is a green pantry in the master_bedroom",is the green pepper in the dining_room?,No,TRUE,Context,Variable Swap,Invarianat
"Alice: did you put the eggplants in the master_bedroom
Bob: I put them there and journeyed to the kitchen
Alice: did Carter place the pears there
Bob: he placed them in the master_bedroom or the dining_room
Alice: did you place the peas there
Bob: I placed them in the kitchen
Alice: did Benjamin go there
Bob: he was in the attic
Alice: did Carter go there
Bob: he walked to the dining_room
Alice: did he place the grapes in the dining_room
Bob: he placed them in the dining_room if not the kitchen
Alice: did you see the green pepper
Bob: Benjamin said he put the green pepper in the attic and journeyed to the kitchen
Alice: did he put the broccolis in the attic
Bob: I have no idea
Alice: where are they
Bob: there is a red envelope in the attic
Alice: where can I find the onions
Bob: there is a green pantry in the master_bedroom",is the green pepper in the dining_room?,No,TRUE,Context,Variable Swap,Invarianat
"Alice: are some of the strawberries in the back_yard
Bob: I put all of them in the back_yard
Alice: where did Jack go
Bob: he said he walked to the pantry
Alice: are some of the sweet potatoes in the pantry
Bob: Jack said he put four of them there
Alice: did you leave the corns there
Bob: I left them in the staircase
Alice: did Amelia place the lettuces in the staircase
Bob: no
Alice: did Lucas place the lettuces there
Bob: I didn't see him
Alice: where can I get them
Bob: the lettuces are in the back_yard
Alice: did Jack place the turnips there
Bob: I don't know
Alice: where are they
Bob: the turnips are in the pantry
Alice: are all the turnips there
Bob: Jack said he saw some in the pantry",are the corns in the staircase?,Yes,FALSE,None,-,-
